Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
508,CA-2022-1507,04/25/2022,04/27/2022,Standard Class,CG-1185,Customer 183,Corporate,United States,Houston,Texas,71908,East,TEC-4394,Technology,Accessories,Accessories Model 19,1384.49,2,0.3,282.89
509,CA-2022-1508,06/10/2021,06/15/2021,Standard Class,CG-1025,Customer 107,Corporate,United States,Chicago,New York,37450,West,FUR-1297,Furniture,Chairs,Chairs Model 23,1763.0,6,0.3,-41.39
510,CA-2022-1509,04/07/2023,04/08/2023,Standard Class,CG-1110,Customer 30,Home Office,United States,New York,California,83660,East,TEC-8968,Technology,Phones,Phones Model 17,1987.39,6,0.0,570.09
511,CA-2022-1510,06/04/2021,06/11/2021,First Class,CG-1131,Customer 155,Home Office,United States,Los Angeles,California,67386,South,TEC-2817,Technology,Laptops,Laptops Model 7,1565.49,10,0.0,623.61
512,CA-2022-1511,04/18/2021,04/20/2021,First Class,CG-1030,Customer 53,Corporate,United States,New York,Texas,67870,South,FUR-2626,Furniture,Bookcases,Bookcases Model 10,1297.72,6,0.0,-77.02
513,CA-2022-1512,03/02/2022,03/09/2022,Second Class,CG-1062,Customer 122,Corporate,United States,Chicago,Illinois,32447,West,FUR-5358,Furniture,Tables,Tables Model 24,1433.25,7,0.0,429.44
514,CA-2022-1513,02/11/2023,02/18/2023,First Class,CG-1107,Customer 59,Consumer,United States,Houston,Florida,63648,South,FUR-9456,Furniture,Chairs,Chairs Model 44,729.93,1,0.1,-54.42
515,CA-2022-1514,04/06/2023,04/11/2023,Second Class,CG-1021,Customer 87,Corporate,United States,Houston,New York,66894,West,FUR-7443,Furniture,Bookcases,Bookcases Model 49,83.82,3,0.2,-142.19
516,CA-2022-1515,03/30/2023,04/05/2023,First Class,CG-1075,Customer 108,Corporate,United States,Phoenix,Texas,51116,Central,TEC-1129,Technology,Accessories,Accessories Model 18,1801.41,10,0.0,500.3
517,CA-2022-1516,07/30/2021,08/04/2021,First Class,CG-1158,Customer 167,Corporate,United States,Chicago,Florida,35859,Central,OFF-2380,Office Supplies,Pens,Pens Model 3,1079.49,7,0.3,518.88
518,CA-2022-1517,07/08/2022,07/11/2022,Second Class,CG-1023,Customer 131,Home Office,United States,Chicago,Illinois,54657,East,FUR-1383,Furniture,Bookcases,Bookcases Model 2,1781.74,9,0.2,58.69
519,CA-2022-1518,03/09/2022,03/14/2022,Second Class,CG-1187,Customer 16,Corporate,United States,Chicago,Illinois,56461,West,OFF-1782,Office Supplies,Pens,Pens Model 49,1305.42,2,0.1,97.96
520,CA-2022-1519,04/10/2022,04/13/2022,Second Class,CG-1190,Customer 149,Home Office,United States,Phoenix,Illinois,40649,Central,TEC-5902,Technology,Phones,Phones Model 19,1337.18,10,0.3,-60.03
521,CA-2022-1520,01/26/2023,01/28/2023,Second Class,CG-1083,Customer 133,Home Office,United States,New York,Texas,69547,West,OFF-3401,Office Supplies,Pens,Pens Model 46,857.13,7,0.0,-107.75
522,CA-2022-1521,05/03/2022,05/05/2022,Standard Class,CG-1019,Customer 95,Home Office,United States,Phoenix,Florida,87101,South,OFF-5320,Office Supplies,Binders,Binders Model 38,1002.67,7,0.1,489.02
523,CA-2022-1522,03/03/2022,03/10/2022,Second Class,CG-1036,Customer 130,Consumer,United States,Houston,Florida,26958,West,OFF-4483,Office Supplies,Pens,Pens Model 30,951.98,3,0.2,169.33
524,CA-2022-1523,05/23/2023,05/27/2023,Second Class,CG-1030,Customer 95,Home Office,United States,Chicago,California,78521,East,FUR-2929,Furniture,Bookcases,Bookcases Model 24,616.8,6,0.0,93.98
525,CA-2022-1524,05/26/2021,06/02/2021,First Class,CG-1107,Customer 13,Corporate,United States,Chicago,New York,33996,South,FUR-1034,Furniture,Chairs,Chairs Model 8,1099.6,2,0.0,217.58
526,CA-2022-1525,08/03/2022,08/07/2022,Standard Class,CG-1200,Customer 97,Corporate,United States,Phoenix,New York,28156,South,TEC-8371,Technology,Laptops,Laptops Model 43,903.66,6,0.0,599.81
527,CA-2022-1526,02/24/2022,02/28/2022,Second Class,CG-1101,Customer 87,Home Office,United States,Los Angeles,Florida,46356,West,TEC-3713,Technology,Accessories,Accessories Model 46,59.36,5,0.2,445.16
528,CA-2022-1527,03/29/2021,03/31/2021,First Class,CG-1138,Customer 148,Consumer,United States,Phoenix,Illinois,34824,South,TEC-9235,Technology,Accessories,Accessories Model 2,249.36,9,0.0,762.38
529,CA-2022-1528,09/09/2021,09/16/2021,First Class,CG-1148,Customer 114,Consumer,United States,Phoenix,Illinois,51999,South,OFF-1737,Office Supplies,Binders,Binders Model 32,1725.33,1,0.0,237.02
530,CA-2022-1529,05/31/2023,06/05/2023,Standard Class,CG-1097,Customer 66,Consumer,United States,Los Angeles,California,81012,East,OFF-5675,Office Supplies,Binders,Binders Model 10,373.51,2,0.0,106.79
531,CA-2022-1530,06/23/2021,06/24/2021,First Class,CG-1083,Customer 47,Consumer,United States,Los Angeles,Texas,61110,West,OFF-6243,Office Supplies,Pens,Pens Model 10,831.52,6,0.0,175.51
532,CA-2022-1531,07/27/2021,07/29/2021,First Class,CG-1150,Customer 61,Corporate,United States,Phoenix,Illinois,60469,West,FUR-5412,Furniture,Chairs,Chairs Model 4,643.49,9,0.1,-134.54
533,CA-2022-1532,10/11/2022,10/13/2022,Second Class,CG-1068,Customer 142,Home Office,United States,Los Angeles,New York,82706,East,FUR-5990,Furniture,Tables,Tables Model 37,819.42,2,0.3,300.43
534,CA-2022-1533,07/08/2022,07/10/2022,Second Class,CG-1137,Customer 109,Home Office,United States,Houston,California,10131,South,FUR-5739,Furniture,Tables,Tables Model 42,1944.44,1,0.0,733.51
535,CA-2022-1534,09/05/2022,09/08/2022,First Class,CG-1097,Customer 90,Home Office,United States,New York,Illinois,76889,Central,OFF-1745,Office Supplies,Paper,Paper Model 11,1480.97,10,0.0,100.64
536,CA-2022-1535,05/06/2021,05/13/2021,Second Class,CG-1185,Customer 143,Corporate,United States,Houston,New York,90012,Central,OFF-6613,Office Supplies,Pens,Pens Model 41,530.11,8,0.0,45.93
537,CA-2022-1536,08/04/2021,08/08/2021,First Class,CG-1084,Customer 5,Home Office,United States,New York,California,89794,South,OFF-1070,Office Supplies,Paper,Paper Model 1,1348.69,7,0.2,695.27
538,CA-2022-1537,02/20/2023,02/24/2023,First Class,CG-1020,Customer 167,Home Office,United States,Los Angeles,Illinois,14056,South,TEC-3022,Technology,Laptops,Laptops Model 23,1944.36,7,0.2,157.97
539,CA-2022-1538,01/09/2021,01/10/2021,Standard Class,CG-1094,Customer 50,Corporate,United States,Los Angeles,New York,12592,Central,FUR-6862,Furniture,Bookcases,Bookcases Model 13,189.03,10,0.3,103.18
540,CA-2022-1539,08/28/2021,09/01/2021,Standard Class,CG-1009,Customer 72,Corporate,United States,Phoenix,New York,10935,East,TEC-7489,Technology,Phones,Phones Model 8,1741.13,10,0.2,294.01
541,CA-2022-1540,11/07/2022,11/13/2022,First Class,CG-1172,Customer 175,Home Office,United States,Phoenix,New York,18566,East,TEC-2065,Technology,Phones,Phones Model 9,526.65,10,0.0,681.0
542,CA-2022-1541,07/16/2021,07/23/2021,First Class,CG-1005,Customer 178,Home Office,United States,Phoenix,Illinois,43150,South,TEC-1032,Technology,Laptops,Laptops Model 28,1285.52,1,0.0,232.55
543,CA-2022-1542,05/05/2021,05/11/2021,First Class,CG-1119,Customer 127,Corporate,United States,Phoenix,California,39431,West,OFF-5553,Office Supplies,Paper,Paper Model 27,1069.5,6,0.0,191.86
544,CA-2022-1543,08/09/2022,08/16/2022,Second Class,CG-1188,Customer 58,Home Office,United States,Houston,California,42765,East,OFF-3694,Office Supplies,Binders,Binders Model 22,628.5,2,0.0,279.97
545,CA-2022-1544,03/28/2023,04/03/2023,Standard Class,CG-1064,Customer 64,Consumer,United States,Houston,New York,54669,West,FUR-6465,Furniture,Bookcases,Bookcases Model 34,1590.28,2,0.2,419.57
546,CA-2022-1545,04/03/2022,04/08/2022,Second Class,CG-1021,Customer 16,Consumer,United States,Houston,Texas,18523,East,FUR-2015,Furniture,Bookcases,Bookcases Model 29,119.03,10,0.3,231.84
547,CA-2022-1546,02/27/2021,03/04/2021,Second Class,CG-1075,Customer 98,Corporate,United States,Los Angeles,Illinois,63884,East,FUR-1173,Furniture,Bookcases,Bookcases Model 30,774.0,7,0.2,419.23
548,CA-2022-1547,11/23/2022,11/30/2022,Second Class,CG-1116,Customer 133,Corporate,United States,Phoenix,New York,24156,West,OFF-1201,Office Supplies,Pens,Pens Model 39,1429.47,10,0.0,704.37
549,CA-2022-1548,06/06/2022,06/09/2022,Standard Class,CG-1107,Customer 124,Home Office,United States,Phoenix,Florida,34369,East,FUR-3255,Furniture,Bookcases,Bookcases Model 3,130.38,5,0.2,235.85
550,CA-2022-1549,11/15/2021,11/20/2021,First Class,CG-1198,Customer 38,Consumer,United States,Houston,Texas,89079,Central,TEC-5768,Technology,Laptops,Laptops Model 24,1940.84,9,0.2,457.68
551,CA-2022-1550,09/01/2021,09/06/2021,First Class,CG-1013,Customer 109,Corporate,United States,New York,New York,93958,East,FUR-2120,Furniture,Chairs,Chairs Model 22,386.82,8,0.3,491.84
552,CA-2022-1551,12/11/2022,12/14/2022,First Class,CG-1144,Customer 86,Home Office,United States,Chicago,Florida,53072,East,OFF-2717,Office Supplies,Pens,Pens Model 30,1753.45,1,0.1,19.41
553,CA-2022-1552,08/17/2021,08/23/2021,Second Class,CG-1119,Customer 160,Consumer,United States,New York,Florida,53452,South,FUR-4363,Furniture,Bookcases,Bookcases Model 26,376.65,1,0.0,-190.11
554,CA-2022-1553,07/23/2022,07/24/2022,Second Class,CG-1074,Customer 113,Consumer,United States,Phoenix,Texas,15754,West,OFF-4262,Office Supplies,Binders,Binders Model 13,575.36,4,0.0,518.84
555,CA-2022-1554,09/09/2021,09/11/2021,Second Class,CG-1005,Customer 46,Corporate,United States,Los Angeles,California,98795,East,OFF-7208,Office Supplies,Pens,Pens Model 42,1576.95,2,0.0,736.11
556,CA-2022-1555,09/03/2021,09/06/2021,Standard Class,CG-1169,Customer 44,Home Office,United States,Phoenix,Florida,18569,West,OFF-3366,Office Supplies,Paper,Paper Model 9,1591.85,4,0.2,178.2
557,CA-2022-1556,09/06/2022,09/10/2022,First Class,CG-1062,Customer 12,Home Office,United States,Phoenix,New York,80184,Central,OFF-3434,Office Supplies,Paper,Paper Model 21,501.87,5,0.0,651.5
558,CA-2022-1557,08/03/2021,08/09/2021,Second Class,CG-1200,Customer 121,Home Office,United States,Phoenix,California,31945,South,TEC-9342,Technology,Laptops,Laptops Model 24,1002.19,8,0.0,121.82
559,CA-2022-1558,12/13/2022,12/17/2022,First Class,CG-1126,Customer 122,Corporate,United States,Phoenix,Florida,93637,West,OFF-4394,Office Supplies,Pens,Pens Model 15,1790.82,8,0.0,195.9
560,CA-2022-1559,01/22/2022,01/27/2022,Second Class,CG-1095,Customer 66,Home Office,United States,Los Angeles,New York,21013,Central,OFF-8282,Office Supplies,Paper,Paper Model 34,709.63,10,0.0,265.25
561,CA-2022-1560,03/13/2022,03/17/2022,Standard Class,CG-1110,Customer 105,Corporate,United States,Houston,Texas,45785,South,TEC-1404,Technology,Laptops,Laptops Model 12,888.96,5,0.3,-124.11
562,CA-2022-1561,05/13/2023,05/18/2023,First Class,CG-1139,Customer 165,Consumer,United States,Chicago,New York,22898,West,FUR-2168,Furniture,Tables,Tables Model 24,86.18,4,0.0,-3.35
563,CA-2022-1562,11/06/2021,11/12/2021,First Class,CG-1070,Customer 49,Home Office,United States,Phoenix,New York,81188,Central,OFF-1139,Office Supplies,Paper,Paper Model 50,605.95,6,0.1,745.82
564,CA-2022-1563,01/13/2021,01/17/2021,First Class,CG-1131,Customer 195,Consumer,United States,Houston,New York,39743,East,TEC-8773,Technology,Accessories,Accessories Model 15,1036.49,9,0.1,522.51
565,CA-2022-1564,03/22/2023,03/23/2023,Standard Class,CG-1048,Customer 110,Home Office,United States,Houston,New York,67498,South,OFF-1493,Office Supplies,Paper,Paper Model 24,286.51,3,0.0,743.35
566,CA-2022-1565,04/10/2023,04/16/2023,Standard Class,CG-1086,Customer 58,Corporate,United States,Houston,Florida,80464,Central,FUR-6342,Furniture,Tables,Tables Model 38,56.25,1,0.0,-46.31
567,CA-2022-1566,10/07/2022,10/14/2022,First Class,CG-1155,Customer 147,Corporate,United States,Houston,New York,61201,West,OFF-9757,Office Supplies,Pens,Pens Model 25,384.79,2,0.0,369.52
568,CA-2022-1567,11/08/2021,11/09/2021,Second Class,CG-1026,Customer 173,Home Office,United States,New York,California,89084,South,OFF-1439,Office Supplies,Pens,Pens Model 12,406.01,7,0.0,5.89
569,CA-2022-1568,06/21/2022,06/22/2022,Standard Class,CG-1014,Customer 95,Home Office,United States,Los Angeles,New York,52830,South,OFF-7407,Office Supplies,Pens,Pens Model 11,1979.29,3,0.2,218.41
570,CA-2022-1569,02/03/2022,02/10/2022,Second Class,CG-1033,Customer 53,Corporate,United States,Houston,Florida,30811,Central,TEC-4325,Technology,Phones,Phones Model 33,1436.38,8,0.0,1.7
571,CA-2022-1570,03/07/2021,03/14/2021,Standard Class,CG-1154,Customer 64,Home Office,United States,Chicago,Illinois,74350,South,FUR-8580,Furniture,Tables,Tables Model 37,87.78,2,0.0,446.3
572,CA-2022-1571,12/19/2022,12/26/2022,First Class,CG-1076,Customer 101,Home Office,United States,New York,Florida,42654,East,OFF-8079,Office Supplies,Paper,Paper Model 30,775.48,3,0.3,368.62
573,CA-2022-1572,02/14/2021,02/16/2021,Second Class,CG-1070,Customer 161,Home Office,United States,Chicago,California,38476,South,OFF-7738,Office Supplies,Pens,Pens Model 49,1110.12,6,0.0,555.4
574,CA-2022-1573,02/24/2022,02/28/2022,Second Class,CG-1064,Customer 54,Home Office,United States,Los Angeles,Florida,13501,West,TEC-8567,Technology,Laptops,Laptops Model 25,693.88,7,0.0,196.67
575,CA-2022-1574,04/28/2021,05/04/2021,Second Class,CG-1083,Customer 172,Home Office,United States,Houston,Florida,70470,West,FUR-2352,Furniture,Tables,Tables Model 36,1317.47,8,0.0,270.79
576,CA-2022-1575,06/24/2021,07/01/2021,Second Class,CG-1155,Customer 26,Consumer,United States,Chicago,California,80078,South,OFF-3759,Office Supplies,Binders,Binders Model 5,1346.07,1,0.3,73.25
577,CA-2022-1576,07/02/2021,07/04/2021,First Class,CG-1008,Customer 173,Home Office,United States,New York,Florida,16259,West,OFF-7399,Office Supplies,Paper,Paper Model 45,623.57,1,0.2,-195.33
578,CA-2022-1577,09/13/2021,09/16/2021,Second Class,CG-1051,Customer 24,Consumer,United States,Houston,California,11908,Central,OFF-4148,Office Supplies,Binders,Binders Model 44,1341.21,4,0.0,596.92
579,CA-2022-1578,01/12/2023,01/14/2023,Second Class,CG-1106,Customer 132,Consumer,United States,Chicago,Texas,83669,East,TEC-4393,Technology,Phones,Phones Model 35,796.18,7,0.0,32.41
580,CA-2022-1579,11/28/2021,11/30/2021,Second Class,CG-1102,Customer 168,Corporate,United States,Los Angeles,Florida,37887,South,FUR-4606,Furniture,Tables,Tables Model 5,1319.34,5,0.3,423.91
581,CA-2022-1580,08/12/2021,08/16/2021,Standard Class,CG-1196,Customer 154,Corporate,United States,Los Angeles,Illinois,84606,East,FUR-5127,Furniture,Chairs,Chairs Model 7,1203.74,7,0.3,724.55
582,CA-2022-1581,12/07/2021,12/09/2021,First Class,CG-1194,Customer 177,Corporate,United States,Houston,California,53922,West,TEC-8354,Technology,Phones,Phones Model 25,1026.94,4,0.2,387.47
583,CA-2022-1582,01/22/2021,01/27/2021,Second Class,CG-1079,Customer 61,Home Office,United States,Houston,New York,91233,West,FUR-1981,Furniture,Chairs,Chairs Model 9,755.3,5,0.0,-48.33
584,CA-2022-1583,02/08/2021,02/10/2021,First Class,CG-1153,Customer 114,Home Office,United States,Chicago,New York,46454,Central,FUR-1648,Furniture,Bookcases,Bookcases Model 34,1585.64,7,0.3,612.71
585,CA-2022-1584,05/18/2023,05/24/2023,Standard Class,CG-1087,Customer 63,Consumer,United States,Phoenix,California,97163,East,FUR-4644,Furniture,Chairs,Chairs Model 39,1746.68,9,0.0,-16.45
586,CA-2022-1585,03/08/2021,03/15/2021,Standard Class,CG-1017,Customer 50,Consumer,United States,New York,New York,26457,West,TEC-3845,Technology,Phones,Phones Model 38,1102.21,4,0.0,307.42
587,CA-2022-1586,04/24/2022,04/27/2022,Second Class,CG-1184,Customer 51,Consumer,United States,Houston,New York,89410,East,OFF-5966,Office Supplies,Pens,Pens Model 19,1157.08,4,0.0,662.43
588,CA-2022-1587,01/04/2022,01/08/2022,Standard Class,CG-1042,Customer 121,Corporate,United States,Houston,Illinois,89874,South,OFF-3553,Office Supplies,Binders,Binders Model 31,49.42,7,0.1,654.04
589,CA-2022-1588,07/05/2022,07/07/2022,First Class,CG-1186,Customer 45,Corporate,United States,Houston,Florida,50088,South,OFF-5640,Office Supplies,Pens,Pens Model 25,1128.66,8,0.0,133.23
590,CA-2022-1589,07/20/2021,07/22/2021,Second Class,CG-1001,Customer 4,Home Office,United States,Chicago,Florida,63025,South,TEC-7465,Technology,Laptops,Laptops Model 48,752.56,8,0.0,441.05
591,CA-2022-1590,02/23/2022,02/24/2022,Second Class,CG-1098,Customer 145,Consumer,United States,New York,Florida,43457,Central,TEC-9349,Technology,Phones,Phones Model 46,982.36,6,0.3,-142.3
592,CA-2022-1591,01/24/2023,01/26/2023,Second Class,CG-1122,Customer 9,Corporate,United States,Los Angeles,New York,44253,South,OFF-3414,Office Supplies,Paper,Paper Model 17,502.36,10,0.3,641.52
593,CA-2022-1592,03/01/2023,03/02/2023,First Class,CG-1182,Customer 99,Corporate,United States,Phoenix,California,77965,East,FUR-7929,Furniture,Chairs,Chairs Model 11,1661.2,5,0.3,102.22
594,CA-2022-1593,01/27/2022,02/01/2022,Standard Class,CG-1187,Customer 106,Home Office,United States,Los Angeles,California,93385,Central,TEC-3338,Technology,Accessories,Accessories Model 18,1499.97,7,0.3,108.1
595,CA-2022-1594,01/02/2021,01/03/2021,Second Class,CG-1198,Customer 179,Corporate,United States,Phoenix,Florida,95789,Central,FUR-8060,Furniture,Tables,Tables Model 11,361.04,3,0.3,-65.67
596,CA-2022-1595,05/30/2022,05/31/2022,Standard Class,CG-1145,Customer 55,Consumer,United States,New York,California,33950,East,OFF-5249,Office Supplies,Binders,Binders Model 27,887.05,10,0.0,668.36
597,CA-2022-1596,10/28/2021,10/29/2021,Standard Class,CG-1031,Customer 71,Consumer,United States,Chicago,California,86761,East,FUR-8829,Furniture,Chairs,Chairs Model 32,1348.88,2,0.0,-138.94
598,CA-2022-1597,08/20/2022,08/27/2022,Second Class,CG-1024,Customer 55,Home Office,United States,Los Angeles,Florida,89034,Central,FUR-8961,Furniture,Bookcases,Bookcases Model 31,1516.25,10,0.1,136.55
599,CA-2022-1598,11/19/2021,11/26/2021,Second Class,CG-1092,Customer 171,Corporate,United States,Houston,Illinois,17502,Central,TEC-6410,Technology,Laptops,Laptops Model 7,16.14,7,0.3,635.42
600,CA-2022-1599,09/09/2022,09/10/2022,First Class,CG-1071,Customer 180,Consumer,United States,Chicago,Florida,91048,South,FUR-9436,Furniture,Chairs,Chairs Model 27,1323.85,1,0.3,757.55
601,CA-2022-1600,10/11/2022,10/14/2022,Second Class,CG-1188,Customer 84,Home Office,United States,Houston,New York,89529,South,OFF-7556,Office Supplies,Binders,Binders Model 48,1229.06,2,0.0,227.92
602,CA-2022-1601,05/28/2023,06/03/2023,Second Class,CG-1187,Customer 99,Corporate,United States,Phoenix,New York,28764,West,OFF-3094,Office Supplies,Pens,Pens Model 32,1595.67,5,0.3,796.3
603,CA-2022-1602,04/02/2022,04/03/2022,Standard Class,CG-1169,Customer 139,Consumer,United States,New York,New York,32338,West,OFF-2728,Office Supplies,Binders,Binders Model 28,1986.79,1,0.0,729.0
604,CA-2022-1603,02/24/2023,02/27/2023,Second Class,CG-1184,Customer 66,Home Office,United States,Houston,California,97225,East,OFF-9757,Office Supplies,Paper,Paper Model 41,1453.57,2,0.3,132.8
605,CA-2022-1604,02/24/2023,03/01/2023,Second Class,CG-1164,Customer 88,Corporate,United States,Houston,Illinois,67273,East,FUR-4662,Furniture,Bookcases,Bookcases Model 17,240.22,2,0.0,-110.86
606,CA-2022-1605,07/12/2021,07/18/2021,Second Class,CG-1146,Customer 95,Consumer,United States,Chicago,Florida,85617,West,TEC-6092,Technology,Accessories,Accessories Model 4,1184.22,4,0.1,779.85
607,CA-2022-1606,03/28/2023,04/03/2023,Second Class,CG-1133,Customer 170,Home Office,United States,Phoenix,New York,23970,South,OFF-1150,Office Supplies,Paper,Paper Model 35,1706.2,6,0.0,616.15
608,CA-2022-1607,05/27/2022,06/02/2022,Standard Class,CG-1037,Customer 154,Corporate,United States,New York,California,88496,Central,OFF-6060,Office Supplies,Binders,Binders Model 33,1980.77,2,0.0,796.85
609,CA-2022-1608,05/05/2022,05/11/2022,Second Class,CG-1126,Customer 75,Home Office,United States,Houston,California,53665,East,TEC-4450,Technology,Accessories,Accessories Model 47,1869.52,4,0.3,535.73
610,CA-2022-1609,01/15/2023,01/19/2023,Standard Class,CG-1168,Customer 41,Consumer,United States,Phoenix,Florida,54225,South,FUR-8756,Furniture,Tables,Tables Model 23,1517.85,7,0.0,327.84
611,CA-2022-1610,12/15/2022,12/17/2022,First Class,CG-1140,Customer 101,Consumer,United States,New York,Texas,86072,West,OFF-5981,Office Supplies,Paper,Paper Model 30,1312.72,10,0.0,241.88
612,CA-2022-1611,05/29/2021,05/31/2021,Second Class,CG-1191,Customer 51,Home Office,United States,Los Angeles,Texas,85455,West,OFF-3418,Office Supplies,Paper,Paper Model 25,1901.29,7,0.3,641.66
613,CA-2022-1612,12/31/2021,01/04/2022,Second Class,CG-1013,Customer 31,Home Office,United States,Chicago,Illinois,66861,East,FUR-7619,Furniture,Chairs,Chairs Model 16,77.65,4,0.1,288.63
614,CA-2022-1613,06/26/2021,07/02/2021,First Class,CG-1096,Customer 199,Home Office,United States,Los Angeles,Florida,95237,South,TEC-5509,Technology,Accessories,Accessories Model 41,1309.86,6,0.0,-80.0
615,CA-2022-1614,05/16/2022,05/22/2022,First Class,CG-1130,Customer 58,Consumer,United States,Phoenix,Illinois,85055,South,FUR-5484,Furniture,Chairs,Chairs Model 45,1493.26,10,0.0,183.96
616,CA-2022-1615,03/21/2022,03/24/2022,First Class,CG-1032,Customer 26,Corporate,United States,Los Angeles,Illinois,34233,South,TEC-1323,Technology,Accessories,Accessories Model 26,1116.56,9,0.2,288.56
617,CA-2022-1616,07/06/2022,07/12/2022,First Class,CG-1031,Customer 193,Consumer,United States,Los Angeles,New York,88525,East,TEC-1087,Technology,Accessories,Accessories Model 36,899.99,6,0.0,-160.86
618,CA-2022-1617,10/31/2022,11/02/2022,Second Class,CG-1143,Customer 66,Consumer,United States,Los Angeles,California,76341,Central,TEC-6956,Technology,Phones,Phones Model 35,351.49,1,0.0,100.6
619,CA-2022-1618,11/06/2022,11/11/2022,Standard Class,CG-1035,Customer 148,Corporate,United States,Chicago,Illinois,56152,East,TEC-2622,Technology,Laptops,Laptops Model 43,1641.33,4,0.0,-11.93
620,CA-2022-1619,05/18/2021,05/23/2021,First Class,CG-1055,Customer 152,Corporate,United States,Chicago,New York,91567,South,OFF-2218,Office Supplies,Binders,Binders Model 36,517.39,7,0.3,703.66
621,CA-2022-1620,03/27/2021,03/30/2021,First Class,CG-1108,Customer 178,Consumer,United States,Phoenix,New York,19248,Central,OFF-4156,Office Supplies,Paper,Paper Model 46,750.56,9,0.2,-35.96
622,CA-2022-1621,03/18/2023,03/22/2023,Standard Class,CG-1006,Customer 155,Consumer,United States,Los Angeles,Texas,26334,West,FUR-9984,Furniture,Tables,Tables Model 27,141.26,2,0.0,709.25
623,CA-2022-1622,06/09/2023,06/16/2023,Second Class,CG-1070,Customer 3,Consumer,United States,Houston,New York,59628,West,OFF-3023,Office Supplies,Binders,Binders Model 12,1057.69,5,0.2,621.34
624,CA-2022-1623,06/26/2022,06/29/2022,First Class,CG-1146,Customer 73,Home Office,United States,Chicago,Illinois,22984,West,OFF-3797,Office Supplies,Binders,Binders Model 21,1893.56,7,0.0,145.17
625,CA-2022-1624,03/19/2023,03/24/2023,First Class,CG-1152,Customer 104,Corporate,United States,Phoenix,New York,43955,West,TEC-9414,Technology,Accessories,Accessories Model 46,319.43,3,0.0,178.8
626,CA-2022-1625,02/24/2021,03/02/2021,First Class,CG-1094,Customer 182,Consumer,United States,Phoenix,Florida,70003,East,TEC-8191,Technology,Laptops,Laptops Model 23,1598.95,9,0.0,75.82
627,CA-2022-1626,01/06/2023,01/13/2023,Second Class,CG-1078,Customer 163,Consumer,United States,Chicago,Florida,50991,West,OFF-2302,Office Supplies,Pens,Pens Model 5,1462.61,2,0.0,375.32
628,CA-2022-1627,10/20/2021,10/25/2021,Standard Class,CG-1002,Customer 109,Home Office,United States,Phoenix,New York,72869,South,FUR-9437,Furniture,Bookcases,Bookcases Model 44,1995.93,9,0.3,-75.31
629,CA-2022-1628,07/14/2021,07/21/2021,First Class,CG-1001,Customer 183,Corporate,United States,Phoenix,Texas,42011,West,FUR-8350,Furniture,Bookcases,Bookcases Model 11,1352.3,9,0.0,-25.19
630,CA-2022-1629,06/11/2022,06/14/2022,Second Class,CG-1108,Customer 127,Corporate,United States,New York,Texas,24841,Central,OFF-5092,Office Supplies,Binders,Binders Model 35,1703.05,2,0.0,99.18
631,CA-2022-1630,08/07/2021,08/08/2021,First Class,CG-1161,Customer 146,Corporate,United States,New York,Texas,94275,West,OFF-8586,Office Supplies,Paper,Paper Model 40,1698.22,1,0.0,-194.11
632,CA-2022-1631,11/02/2021,11/05/2021,Second Class,CG-1001,Customer 90,Home Office,United States,New York,Florida,56469,West,OFF-2660,Office Supplies,Paper,Paper Model 28,989.17,2,0.2,314.32
633,CA-2022-1632,05/07/2021,05/11/2021,Second Class,CG-1039,Customer 197,Home Office,United States,Chicago,New York,71695,South,FUR-7132,Furniture,Tables,Tables Model 20,735.35,3,0.2,611.54
634,CA-2022-1633,11/04/2022,11/11/2022,Standard Class,CG-1041,Customer 36,Corporate,United States,Houston,California,57085,East,FUR-2813,Furniture,Tables,Tables Model 13,576.95,3,0.1,221.06
635,CA-2022-1634,06/14/2021,06/20/2021,Second Class,CG-1122,Customer 171,Corporate,United States,Los Angeles,Florida,74103,South,OFF-3087,Office Supplies,Binders,Binders Model 21,1504.67,7,0.2,525.99
636,CA-2022-1635,05/15/2021,05/16/2021,Second Class,CG-1005,Customer 33,Consumer,United States,Chicago,Illinois,11788,East,TEC-1852,Technology,Laptops,Laptops Model 44,1661.37,7,0.2,537.43
637,CA-2022-1636,10/24/2021,10/27/2021,Standard Class,CG-1021,Customer 195,Corporate,United States,New York,Illinois,29987,East,OFF-5087,Office Supplies,Paper,Paper Model 18,1535.79,5,0.3,47.35
638,CA-2022-1637,05/01/2022,05/07/2022,Second Class,CG-1179,Customer 187,Home Office,United States,Phoenix,New York,34729,East,OFF-4758,Office Supplies,Binders,Binders Model 8,273.27,1,0.0,790.4
639,CA-2022-1638,01/19/2021,01/24/2021,Second Class,CG-1023,Customer 14,Corporate,United States,Houston,Illinois,50166,East,FUR-4633,Furniture,Tables,Tables Model 22,857.89,1,0.2,227.07
640,CA-2022-1639,04/23/2021,04/26/2021,Standard Class,CG-1071,Customer 90,Home Office,United States,Houston,New York,51922,West,FUR-3977,Furniture,Tables,Tables Model 3,11.07,6,0.0,85.32
